"","Astrocytes","Excitatory Neurons","Inhibitory Neurons","Microglia","OPCs","Oligodendrocytes","Vascular Cells"
"Ak3",3,4,4,0,0,4,1
"Ak4",4,8,2,0,0,2,2
"Ak5",4,14,9,2,6,7,1
"Ak6",2,3,3,2,1,2,1
"Ak7",1,5,1,0,0,0,0
"Ak8",0,9,0,0,0,0,0
"Ak9",0,10,1,0,0,0,1
"Akain1",0,2,2,0,0,0,0
"Akap1",0,8,1,0,0,1,0
"Akap10",8,14,13,6,6,11,2
"Akap11",8,11,9,6,8,10,4
"Akap12",0,3,2,0,2,0,2
"Akap13",13,41,24,25,15,18,16
"Akap14",1,0,0,0,0,0,0
"Akap17b",3,9,8,3,2,6,2
"Akap3",0,1,1,0,0,0,0
"Akap5",1,2,2,1,0,1,1
"Akap6",9,14,14,8,5,12,3
"Akap7",6,14,10,3,3,8,2
"Akap8",14,17,15,4,9,16,3
"Akap8l",15,20,19,11,13,17,8
"Akap9",32,51,47,19,26,43,11
"Akip1",2,6,3,1,0,1,2
"Akirin1",4,4,5,2,2,4,1
"Akirin2",3,4,4,4,4,4,2
"Akna",3,1,3,5,2,0,1
"Aknad1",0,1,0,0,0,0,0
"Akr1a1",7,12,8,8,6,8,6
"Akr1b10",6,7,6,2,4,2,2
"Akr1b3",3,8,4,1,1,7,1
"Akr1b8",1,2,2,0,0,0,2
"Akr1c13",0,0,0,0,0,0,0
"Akr1c18",1,4,4,0,1,0,0
"Akr1c21",0,1,0,0,0,0,0
"Akr1d1",0,0,0,0,0,0,0
"Akr1e1",7,10,10,0,2,7,2
"Akr7a5",2,7,1,0,0,5,1
"Akt1",3,14,7,5,1,4,0
"Akt1s1",3,6,3,1,0,3,0
"Akt2",13,17,8,2,3,6,2
"Akt3",12,22,17,6,11,13,6
"Aktip",3,17,13,3,0,10,3
"Alad",4,9,4,0,3,5,3
"Alas1",7,11,9,5,2,8,4
"Alas2",1,2,0,0,0,0,1
"Alb",0,0,0,1,0,0,0
"Albfm1",0,7,0,0,0,0,0
"Alcam",16,16,16,7,16,14,15
"Aldh16a1",1,7,3,1,0,4,1
"Aldh18a1",2,18,11,1,0,2,0
"Aldh1a1",7,10,2,1,1,3,5
"Aldh1a2",0,3,0,0,0,1,6
"Aldh1a3",0,2,0,0,0,0,0
"Aldh1a7",0,0,0,0,0,1,0
"Aldh1l1",20,15,3,0,0,4,0
"Aldh1l2",1,9,15,0,5,2,0
"Aldh2",10,11,7,1,2,3,3
"Aldh3a1",0,6,1,0,0,1,0
"Aldh3a2",3,13,7,1,2,9,1
"Aldh3b1",0,2,0,0,0,3,0
"Aldh3b2",0,1,0,0,0,0,0
"Aldh4a1",1,2,0,0,0,0,0
"Aldh5a1",4,9,8,0,4,3,0
"Aldh6a1",9,12,12,1,2,9,0
"Aldh7a1",14,22,18,1,5,11,6
"Aldh8a1",0,0,0,0,0,0,0
"Aldh9a1",8,10,6,1,3,4,0
"Aldoa",7,16,11,4,4,8,5
"Aldob",0,7,4,0,0,1,0
"Aldoc",8,8,5,2,1,7,0
"Alg1",4,11,7,2,3,6,0
"Alg10b",1,2,2,1,1,1,0
"Alg11",1,3,3,1,1,1,0
"Alg12",2,8,6,0,0,3,0
"Alg13",5,28,12,3,7,6,4
"Alg14",3,4,3,3,2,3,1
"Alg2",1,4,1,0,2,1,0
"Alg3",3,13,8,2,2,2,1
"Alg5",6,10,9,3,2,7,3
"Alg6",6,18,10,4,8,6,4
"Alg8",3,13,8,3,2,6,1
"Alg9",6,17,14,1,3,4,1
"Alk",0,8,15,0,0,0,0
"Alkal1",0,3,1,0,0,0,0
"Alkal2",0,2,3,0,0,0,0
"Alkbh1",3,9,8,3,4,7,3
"Alkbh2",2,3,3,2,1,1,1
"Alkbh3",6,10,5,3,4,7,2
"Alkbh4",0,1,0,0,0,0,0
"Alkbh5",2,4,3,1,0,3,0
"Alkbh6",2,11,8,0,1,5,1
"Alkbh7",2,4,2,1,1,1,1
"Alkbh8",8,16,14,5,6,9,3
"Allc",0,5,0,0,0,1,0
"Alms1",12,21,16,2,6,6,4
"Alox12",0,0,0,0,0,1,0
"Alox12b",0,5,2,1,1,1,0
"Alox12e",0,0,0,0,0,0,0
"Alox15",0,2,0,0,0,0,0
"Alox5",0,0,0,1,0,1,0
"Alox5ap",0,2,1,1,0,1,0
"Alox8",0,3,1,0,0,0,0
"Aloxe3",0,8,1,0,0,0,0
"Alpk1",12,7,2,1,0,4,1
"Alpk2",0,1,2,0,0,0,0
"Alpk3",1,2,0,0,0,0,0
"Alpl",7,2,1,0,3,0,0
"Als2",5,31,21,1,2,12,2
"Als2cl",13,3,2,0,5,2,1
"Alx1",0,0,0,0,0,0,0
"Alx3",0,0,0,0,0,0,0
"Alx4",0,0,0,0,0,0,1
"Alyref",3,6,5,3,2,5,2
"Amacr",3,4,4,2,0,1,0
"Ambp",0,0,0,0,0,0,0
"Ambra1",8,20,15,6,4,9,1
"Amd1",3,5,3,3,2,3,2
"Amdhd1",0,2,0,0,0,0,1
"Amdhd2",4,13,7,3,2,5,3
"Amer1",1,1,1,0,1,1,0
"Amer2",1,1,1,0,1,1,0
"Amer3",0,1,1,0,0,0,0
"Amfr",8,13,13,7,9,10,4
"Amh",0,2,0,0,0,0,0
"Amhr2",0,3,1,0,0,0,0
"Amigo1",2,4,3,0,1,2,0
"Amigo2",1,1,0,0,0,0,0
"Ammecr1",2,5,5,0,1,4,1
"Ammecr1l",7,10,7,4,5,5,2
"Amn",2,6,2,1,1,2,1
"Amn1",7,13,11,4,7,7,3
"Amot",4,6,2,1,1,1,1
"Amotl1",5,10,5,1,3,2,1
"Amotl2",2,5,1,0,2,5,6
"Ampd1",0,1,0,0,0,0,0
"Ampd2",12,17,12,0,1,8,4
"Ampd3",7,14,10,2,8,4,3
"Amph",5,23,17,2,6,13,3
"Amt",4,10,7,1,1,5,0
"Amy1",7,10,10,2,4,10,5
"Amy2a1",0,0,0,0,0,0,0
"Amy2a5",0,0,0,0,0,0,0
"Amz1",0,7,5,1,3,3,0
"Amz2",6,11,8,0,6,7,1
"Anapc1",18,47,38,10,14,27,6
"Anapc10",5,10,7,5,3,6,3
"Anapc11",2,3,3,1,2,3,1
"Anapc13",3,4,4,2,3,3,2
"Anapc15",2,9,5,5,1,4,1
"Anapc16",3,5,3,1,2,4,1
"Anapc2",5,12,7,0,2,9,1
"Anapc4",12,29,24,4,11,16,7
"Anapc5",12,23,21,7,8,15,7
"Anapc7",5,12,5,3,5,6,3
"Angel1",1,7,2,0,1,0,0
"Angel2",10,15,14,7,6,12,4
"Angpt1",3,6,4,0,0,2,2
"Angpt2",0,0,0,0,1,0,0
"Angptl1",0,1,1,0,1,0,0
"Angptl2",0,1,0,0,0,0,1
"Angptl3",0,1,2,2,0,1,0
"Angptl4",3,4,0,0,0,0,0
"Angptl6",1,3,1,1,1,2,1
"Angptl7",0,1,0,0,0,0,0
"Ank",9,12,11,3,8,11,6
"Ank1",3,38,41,0,6,9,0
"Ank2",50,68,63,18,19,56,23
"Ank3",12,64,48,9,27,48,9
"Ankdd1a",0,7,2,0,0,0,0
"Ankef1",0,11,5,0,2,2,0
"Ankfn1",0,18,5,1,1,2,0
"Ankfy1",12,26,22,8,8,11,3
"Ankhd1",24,38,29,14,16,24,20
"Ankib1",7,23,14,2,3,16,3
"Ankle1",0,2,1,0,0,1,0
"Ankle2",11,13,12,6,8,11,2
"Ankmy1",0,2,0,0,0,0,0
"Ankmy2",6,9,8,1,2,6,0
"Ankra2",7,9,9,2,4,7,3
"Ankrd1",0,2,0,0,0,0,0
"Ankrd10",4,11,6,4,4,8,4
"Ankrd11",10,19,16,5,7,10,4
"Ankrd12",13,25,18,8,12,17,9
"Ankrd13a",3,14,9,3,2,8,0
"Ankrd13b",1,13,13,2,0,5,1
"Ankrd13c",6,18,12,2,4,10,2
"Ankrd13d",6,17,15,0,3,7,0
"Ankrd16",2,12,7,0,0,3,0
"Ankrd17",19,39,36,11,17,29,8
"Ankrd2",0,1,0,0,0,0,0
"Ankrd23",0,1,1,0,1,1,0
"Ankrd24",4,30,23,1,2,6,1
"Ankrd26",15,35,30,6,18,22,8
"Ankrd27",8,30,19,4,4,10,5
"Ankrd28",15,32,24,3,21,26,8
"Ankrd29",3,9,7,0,2,1,0
"Ankrd31",0,7,3,0,0,0,0
"Ankrd33b",1,8,3,2,0,2,0
"Ankrd34a",0,1,1,0,0,0,0
"Ankrd34b",1,4,4,0,0,3,0
"Ankrd34c",0,2,2,0,0,0,0
"Ankrd35",2,11,7,2,4,2,2
"Ankrd37",2,4,4,1,1,3,1
"Ankrd39",1,5,4,1,1,4,0
"Ankrd40",4,6,4,0,2,5,1
"Ankrd40cl",0,0,0,0,0,0,0
"Ankrd42",2,16,10,1,0,3,0
"Ankrd44",6,22,19,11,5,23,6
"Ankrd45",2,13,10,2,0,3,0
"Ankrd46",3,7,6,1,3,6,3
"Ankrd49",3,4,2,2,4,4,1
"Ankrd50",1,5,4,0,1,1,2
"Ankrd52",11,26,16,5,4,13,5
"Ankrd54",2,8,5,2,0,6,0
"Ankrd55",0,5,11,0,0,0,2
"Ankrd6",6,16,7,0,3,4,0
"Ankrd61",0,0,0,0,0,0,0
"Ankrd65",0,0,0,0,0,0,0
"Ankrd66",1,0,0,0,0,0,0
"Ankrd7",0,3,1,0,0,0,0
"Ankrd9",1,4,2,0,0,0,0
"Anks1",7,26,24,4,1,8,3
"Anks1b",6,47,35,5,23,24,5
"Anks3",8,25,18,2,4,11,4
"Anks6",2,18,13,2,2,9,1
"Ankub1",0,1,0,0,0,4,0
"Ankzf1",9,15,12,7,6,10,3
"Anln",3,13,9,0,3,19,1
"Ano1",0,0,2,0,0,0,1
"Ano10",7,13,11,2,6,9,2
"Ano2",0,6,1,1,1,1,0
"Ano3",9,35,27,9,10,17,8
"Ano4",0,33,34,3,11,31,3
"Ano5",1,12,8,0,1,0,0
"Ano6",7,21,14,6,7,8,8
"Ano7",0,0,1,1,0,0,0
"Ano8",5,18,13,1,2,12,2
"Anp32a",6,12,10,3,7,6,2
"Anp32b",5,6,6,2,1,6,1
"Anp32e",7,7,4,1,1,5,1
"Anpep",0,1,0,1,0,0,5
"Antkmt",1,1,1,1,1,0,0
"Antxr1",9,16,8,1,5,7,5
"Antxr2",2,5,5,0,1,1,1
"Anxa1",0,2,1,0,0,1,1
"Anxa11",2,14,1,0,0,1,1
"Anxa13",0,2,0,0,0,0,0
"Anxa2",3,4,2,0,0,0,6
"Anxa3",0,2,2,8,0,3,7
"Anxa4",1,12,0,0,0,2,1
"Anxa5",6,12,9,4,0,7,2
"Anxa6",6,23,16,1,3,6,0
"Anxa7",2,14,10,2,3,3,1
"Anxa8",0,0,0,0,0,0,1
"Anxa9",1,3,0,0,0,1,0
"Aoah",0,1,0,0,0,0,0
"Aoc2",0,1,0,0,0,1,0
"Aopep",4,29,16,2,5,10,2
"Aox1",19,5,2,0,0,3,4
"Aox2",0,0,0,0,0,0,0
"Aox3",0,5,3,0,0,0,14
"Aox4",0,24,4,0,0,2,0
"Ap1ar",4,13,9,2,4,9,1
"Ap1b1",6,21,19,2,2,2,1
"Ap1g1",10,26,22,7,4,15,7
"Ap1g2",2,15,6,4,2,9,0
"Ap1m1",6,15,13,3,2,5,0
"Ap1m2",0,7,0,0,0,1,0
"Ap1s1",2,5,4,2,1,4,1
"Ap1s2",4,5,6,4,3,4,1
"Ap1s3",1,3,0,0,0,0,0
"Ap2a1",8,27,23,5,5,13,3
"Ap2a2",8,22,16,3,5,14,4
"Ap2b1",12,25,22,6,6,12,7
"Ap2m1",5,11,9,2,1,6,1
"Ap2s1",1,4,4,0,1,2,2
"Ap3b1",17,30,25,11,9,23,7
"Ap3b2",8,26,22,3,6,12,2
"Ap3d1",17,31,26,11,7,21,4
"Ap3m1",6,13,8,2,7,9,2
"Ap3m2",3,11,6,2,3,7,2
"Ap3s1",8,9,7,1,2,4,0
"Ap3s2",3,5,5,0,1,2,1
"Ap4b1",0,1,0,0,0,0,0
"Ap4e1",9,25,21,10,9,20,4
"Ap4m1",4,15,4,0,1,5,0
"Ap4s1",5,6,7,3,2,4,1
"Ap5b1",0,2,0,1,0,0,0
"Ap5m1",5,10,10,3,1,7,0
"Ap5s1",1,4,2,1,1,2,0
"Ap5z1",2,16,8,2,2,9,1
"Apaf1",3,22,15,5,2,10,2
"Apba1",2,11,12,1,0,2,2
"Apba2",11,17,12,2,4,6,4
"Apba3",2,12,11,2,1,5,2
"Apbb1",7,20,14,2,1,9,1
"Apbb1ip",2,8,7,9,4,8,1
"Apbb2",8,24,19,6,6,15,4
"Apbb3",3,16,13,2,1,7,2
"Apc",16,25,24,7,11,19,5
"Apc2",7,14,14,0,7,3,2
"Apcdd1",1,3,0,0,0,0,3
"Apeh",5,17,14,2,2,6,3
"Apex1",3,5,5,1,2,4,1
"Apex2",4,8,5,2,3,3,2
"Aph1a",3,4,3,0,1,4,1
"Aph1b",2,5,4,0,2,2,0
"Aph1c",0,4,1,0,0,0,0
"Api5",8,11,7,3,2,9,2
"Apip",4,9,9,2,5,7,2
"Aplf",1,12,6,2,1,6,0
"Apln",2,1,0,0,0,1,0
"Aplp1",14,16,14,11,9,16,9
"Aplp2",17,19,19,11,15,19,13
"Apmap",3,11,10,2,5,5,1
"Apoa2",0,2,1,0,0,1,0
"Apobec1",5,3,2,5,0,3,2
"Apobec3",3,2,1,4,3,2,0
"Apoc1",2,1,0,0,0,0,0
"Apoc3",1,1,0,0,0,0,0
"Apod",4,6,5,2,2,6,6
"Apoe",5,5,3,3,3,4,4
"Apoh",0,2,2,0,0,1,0
"Apol10b",0,0,0,0,0,0,1
"Apol7a",0,4,0,0,0,0,0
"Apol7b",0,1,0,0,0,0,0
"Apol8",0,3,1,0,0,0,0
"Apol9b",0,0,0,0,0,0,0
"Apom",1,3,1,0,1,1,0
"Apoo",2,12,8,1,3,5,1
"Apool",6,8,8,4,2,6,4
"App",16,23,18,15,14,15,14
"Appbp2",6,12,11,3,2,11,3
"Appl1",15,26,24,11,15,20,11
"Appl2",24,22,18,6,10,20,8
"Aprt",1,7,5,1,1,1,1
"Aptx",7,14,7,3,3,6,1
"Aqp1",0,0,0,0,0,0,0
"Aqp11",2,3,2,0,0,2,2
"Aqp2",0,0,0,0,0,0,0
"Aqp3",0,0,0,0,0,0,0
"Aqp4",5,4,2,0,1,3,1
"Aqp5",0,0,0,0,0,0,0
"Aqp7",0,1,0,0,0,0,0
"Aqp9",2,0,0,0,0,0,0
"Aqr",10,34,24,5,6,19,6
"Ar",2,7,2,0,0,1,0
"Araf",10,12,8,4,4,10,0
"Arap1",12,8,1,4,5,14,2
"Arap2",24,40,31,8,9,32,6
"Arap3",0,7,1,10,1,2,0
"Arc",0,3,1,0,0,0,0
"Arcn1",6,10,8,4,5,8,3
"Areg",0,4,0,0,0,1,0
"Arel1",7,24,19,4,4,11,3
"Arf1",5,5,5,3,1,4,2
"Arf2",1,5,4,1,2,3,2
"Arf3",2,5,4,1,1,3,2
"Arf4",4,5,5,3,3,5,1
"Arf5",5,5,5,3,3,3,1
"Arf6",0,1,0,0,0,0,0
"Arfgap1",8,15,15,5,4,12,4
"Arfgap2",9,15,14,5,5,13,2
"Arfgap3",4,14,10,2,2,7,4
"Arfgef1",20,38,34,17,17,24,6
"Arfgef2",13,42,35,4,6,17,1
"Arfgef3",2,32,27,5,7,13,0
"Arfip1",1,1,1,1,1,1,1
"Arfip2",7,11,11,0,3,8,1
"Arfrp1",5,12,10,1,4,8,1
"Arg2",0,7,0,0,0,1,0
"Arglu1",5,7,5,3,3,3,3
"Arhgap1",5,16,8,0,1,2,2
"Arhgap10",4,27,11,3,3,8,8
"Arhgap11a",1,2,0,1,0,0,0
"Arhgap12",15,21,19,9,9,12,4
"Arhgap15",1,16,9,6,1,4,1
"Arhgap17",12,21,15,9,5,9,4
"Arhgap18",5,13,12,1,0,3,4
"Arhgap19",1,7,5,1,1,3,0
"Arhgap20",7,17,12,3,6,9,4
"Arhgap21",19,40,32,6,16,26,7
"Arhgap22",0,12,7,4,2,3,0
"Arhgap23",11,23,16,0,1,22,2
"Arhgap24",2,5,5,0,3,4,2
"Arhgap25",0,11,1,3,0,1,0
"Arhgap26",14,28,20,4,4,6,5
"Arhgap27",0,9,6,4,0,0,0
"Arhgap28",0,2,0,0,0,0,5
"Arhgap29",5,25,21,6,0,13,18
"Arhgap30",1,0,0,4,0,0,0
"Arhgap31",3,7,2,3,8,6,3
"Arhgap32",10,28,22,5,5,21,5
"Arhgap33",4,24,16,0,3,15,1
"Arhgap33os",1,1,0,0,0,0,0
"Arhgap35",3,7,6,1,2,4,3
"Arhgap36",0,1,0,0,0,0,0
"Arhgap39",5,15,8,2,5,11,0
"Arhgap4",1,13,5,10,2,2,1
"Arhgap40",0,1,1,0,0,0,0
"Arhgap42",12,23,13,0,4,10,8
"Arhgap44",4,23,16,2,5,6,1
"Arhgap45",0,5,0,15,0,2,0
"Arhgap5",6,7,5,2,1,5,0
"Arhgap6",3,12,6,1,3,4,6
"Arhgap8",0,1,0,0,0,0,0
"Arhgap9",0,1,1,3,0,1,0
"Arhgdia",4,6,5,1,3,5,2
"Arhgdib",0,1,0,2,0,0,0
"Arhgdig",2,7,5,3,2,4,1
"Arhgef1",14,34,22,7,5,24,6
"Arhgef10",7,25,14,0,9,27,5
"Arhgef10l",6,28,17,2,4,10,0
"Arhgef11",12,42,29,1,5,6,3
"Arhgef12",29,43,41,6,9,28,6
"Arhgef15",0,7,6,1,0,2,0
"Arhgef16",1,0,0,0,0,0,0
"Arhgef17",7,21,11,0,2,4,5
"Arhgef18",9,20,15,6,4,7,3
"Arhgef19",10,4,0,0,0,6,0
"Arhgef2",11,30,22,6,4,23,5
"Arhgef25",8,18,13,4,3,9,6
"Arhgef26",7,4,0,0,1,3,0
"Arhgef28",16,35,24,1,14,33,1
"Arhgef3",3,10,9,2,3,5,3
"Arhgef33",2,12,4,0,0,1,1
"Arhgef37",1,7,5,0,0,0,0
"Arhgef38",0,1,0,0,0,0,0
"Arhgef39",0,0,0,0,1,0,0
"Arhgef4",6,13,10,2,1,4,2
"Arhgef40",15,11,16,8,2,7,4
"Arhgef6",3,10,15,11,6,5,5
"Arhgef7",6,24,19,7,7,16,2
"Arhgef9",9,20,17,3,6,10,1
"Arid1a",10,20,18,10,6,15,4
"Arid1b",9,21,15,3,5,8,4
"Arid2",14,20,17,11,8,15,10
"Arid3a",0,8,2,1,0,3,0
"Arid3b",1,12,5,2,0,5,0
"Arid3c",0,2,0,0,0,0,0
"Arid4a",21,26,23,20,19,22,14
"Arid4b",21,32,28,13,17,25,13
"Arid5a",5,6,7,0,0,2,0
"Arid5b",10,14,10,8,7,12,9
"Arih1",7,14,12,5,2,9,3
"Arih2",5,15,10,4,3,8,0
"Arl1",4,6,6,2,3,5,3
"Arl10",3,4,4,2,2,3,0
"Arl13b",7,12,12,5,7,9,6
"Arl14ep",2,4,2,2,1,4,3
"Arl15",4,6,5,4,4,4,2
"Arl16",3,6,3,0,1,3,0
"Arl2",2,4,4,0,1,3,1
"Arl2bp",4,7,5,0,3,5,1
"Arl3",6,7,5,3,4,5,3
"Arl4a",3,4,3,1,3,2,3
"Arl4c",0,1,1,0,0,0,0
"Arl4d",0,1,0,0,0,1,0
"Arl5a",4,7,6,1,5,5,1
"Arl5b",1,6,6,2,0,2,0
"Arl5c",0,2,5,1,0,0,0
"Arl6",6,8,7,0,1,5,0
"Arl6ip1",5,7,7,4,5,5,4
"Arl6ip4",4,5,5,2,3,4,2
"Arl6ip5",2,2,2,1,2,2,2
"Arl6ip6",1,3,3,0,1,1,1
"Arl8a",4,6,7,1,2,6,1
"Arl8b",5,6,6,3,3,6,5
"Arl9",0,1,0,0,0,0,0
"Armc1",4,6,6,3,4,7,3
"Armc10",4,6,7,1,1,4,2
"Armc12",0,0,0,0,0,0,0
"Armc2",5,22,6,0,0,3,1
"Armc3",0,3,1,1,0,1,0
"Armc5",1,4,3,0,0,0,0
"Armc6",3,8,8,1,2,2,1
"Armc7",1,1,1,1,1,0,1
"Armc8",13,23,17,3,4,12,3
"Armc9",6,23,14,2,4,8,1
"Armcx1",2,7,8,3,2,5,2
"Armcx2",1,7,4,0,2,2,1
"Armcx3",3,4,5,1,1,3,3
"Armcx4",2,5,4,0,4,3,1
"Armcx6",0,3,3,0,0,1,0
"Armh1",0,1,1,0,0,0,0
"Armh3",5,25,17,2,4,11,3
"Armh4",1,9,8,1,7,6,4
"Armt1",2,4,2,1,3,2,0
"Arnt",13,28,18,4,6,14,6
"Arnt2",9,26,23,1,8,13,4
"Arntl",9,22,11,5,2,10,2
"Arntl2",2,17,14,1,3,4,0
"Arpc1a",8,11,8,4,1,9,2
"Arpc1b",1,8,2,5,1,8,2
"Arpc2",8,12,10,8,6,10,6
"Arpc3",4,6,7,2,3,5,3
"Arpc4",5,5,5,5,3,5,2
"Arpc5",3,4,4,3,2,4,1
"Arpc5l",4,5,5,2,1,4,1
"Arpin",0,6,4,0,1,3,0
"Arpp19",5,8,6,3,3,4,2
"Arpp21",14,46,27,11,13,20,9
"Arr3",1,19,1,0,1,3,0
"Arrb1",9,15,12,2,1,5,0
"Arrb2",3,18,14,10,4,9,1
"Arrdc1",2,8,3,4,0,3,2
"Arrdc2",1,7,1,0,0,4,0
"Arrdc3",3,8,5,3,2,9,1
"Arrdc4",2,6,5,2,2,2,0
"Arsa",4,7,5,1,0,5,1
"Arsb",6,10,8,6,6,8,2
"Arsg",1,5,1,1,0,8,0
"Arsi",0,1,0,0,0,0,0
"Arsj",1,1,0,0,0,0,0
"Arsk",7,10,6,4,3,5,3
"Art3",3,7,4,0,0,0,4
"Artn",0,1,0,0,0,0,0
"Arv1",2,7,4,0,1,1,2
"Arvcf",2,15,9,2,4,3,4
"Arx",3,2,4,0,0,0,0
"As3mt",5,7,2,3,2,3,1
"Asah1",13,14,14,11,5,13,7
"Asah2",3,19,18,3,3,17,2
"Asap1",15,40,25,12,13,21,10
"Asap2",9,34,15,3,8,12,5
"Asap3",6,6,3,5,1,5,4
"Asb1",0,6,3,1,0,0,1
"Asb10",0,0,0,1,0,0,0
"Asb11",0,9,1,0,0,0,0
"Asb12",0,2,1,0,0,0,0
"Asb13",1,5,4,1,1,1,2
"Asb14",0,1,0,0,0,0,0
"Asb16",0,0,0,0,0,0,0
"Asb18",0,2,1,0,0,2,0
"Asb2",0,5,3,1,0,0,0
"Asb3",6,15,12,3,3,8,3
"Asb5",0,2,0,0,0,0,0
"Asb6",2,5,4,1,2,2,0
"Asb7",5,10,6,3,3,6,1
"Asb8",1,4,2,0,0,2,1
"Asb9",0,1,0,0,0,0,0
"Ascc1",6,13,12,4,2,9,4
"Ascc2",3,20,16,3,3,6,3
"Ascc3",21,47,42,11,15,28,6
"Ascl1",1,1,1,0,0,1,0
"Ascl2",1,0,0,0,0,0,0
"Asf1a",3,3,3,3,3,3,0
"Asf1b",0,0,0,0,0,0,0
"Asgr1",1,0,0,0,0,0,0
"Ash1l",14,26,24,7,8,17,8
"Ash2l",8,16,13,8,9,14,4
"Asic1",3,11,11,1,7,6,0
"Asic2",4,9,7,1,2,3,3
"Asic3",0,2,1,0,0,2,0
"Asic4",1,3,7,0,0,1,0
"Asl",4,17,8,2,4,4,1
"Asns",3,11,11,1,7,6,1
"Aspa",4,6,4,1,0,9,6
"Aspdh",2,4,3,0,1,1,0
"Aspg",1,7,0,0,0,0,1
"Asph",14,30,17,12,7,10,4
"Asphd1",2,3,2,1,2,2,1
"Asphd2",1,6,4,1,2,2,0
"Aspm",0,8,6,0,6,1,0
"Aspn",0,2,0,0,1,0,0
"Aspscr1",10,19,13,6,5,9,7
"Asrgl1",7,7,5,1,6,6,0
"Ass1",4,6,7,0,0,1,0
"Aste1",3,8,5,1,1,2,0
"Astn1",14,26,20,2,10,7,1
"Astn2",12,23,22,2,11,15,3
"Asxl1",6,14,9,4,2,7,0
"Asxl2",8,18,11,6,6,14,3
"Asxl3",0,15,11,0,8,11,0
"Atad1",8,13,9,5,8,8,4
"Atad2",9,27,21,6,11,12,4
"Atad2b",20,30,22,11,12,22,11
"Atad3a",8,15,13,3,3,8,2
"Atad5",6,22,13,1,5,6,5
"Atat1",5,13,10,3,3,9,1
"Atcay",5,12,11,0,3,10,1
"Ate1",10,19,14,7,8,10,7
"Atf1",3,7,5,1,1,5,2
"Atf2",11,19,18,6,11,15,4
"Atf3",0,1,1,0,0,0,0
"Atf4",1,2,1,1,1,1,0
"Atf5",1,2,2,0,1,1,1
"Atf6",10,17,13,7,9,13,4
"Atf6b",5,17,13,1,3,10,4
"Atf7ip",8,19,12,3,6,12,2
"Atf7ip2",0,1,3,0,0,0,0
"Atg10",6,9,9,3,4,4,1
"Atg101",0,2,2,0,0,0,0
"Atg12",3,4,4,2,3,3,1
"Atg13",5,18,13,1,5,11,2
"Atg14",3,9,7,4,2,3,0
"Atg16l1",8,17,16,4,4,11,3
"Atg16l2",7,22,14,2,3,11,2
"Atg2a",6,39,27,1,3,7,0
"Atg2b",11,41,30,3,5,19,3
"Atg3",9,11,11,7,4,11,4
"Atg4a",6,13,11,2,3,6,3
"Atg4b",2,11,8,2,3,5,0
"Atg4c",8,13,11,7,2,13,3
"Atg4d",1,11,9,0,3,6,1
"Atg5",7,9,8,4,6,6,2
"Atg7",5,19,10,0,2,9,1
"Atg9a",6,14,10,3,2,8,2
"Atg9b",0,4,3,0,0,0,0
"Atic",5,15,10,1,3,9,2
"Atl1",8,16,14,3,9,14,4
"Atl2",12,18,14,5,4,11,3
"Atl3",8,13,8,7,6,9,6
"Atm",24,65,58,12,20,35,8
"Atmin",1,3,2,2,1,3,1
"Atoh7",0,1,0,0,0,0,0
"Atox1",3,4,4,2,2,4,3
"Atp10a",0,16,2,0,0,0,4
"Atp10b",0,6,2,1,1,8,0
"Atp10d",1,15,8,4,2,2,2
"Atp11a",14,30,21,1,12,28,1
"Atp11b",23,39,38,11,15,27,6
"Atp11c",9,29,26,4,9,13,8
"Atp12a",0,2,1,0,0,0,0
"Atp13a1",13,27,22,8,6,10,3
"Atp13a2",6,30,28,11,7,19,6
"Atp13a3",13,35,33,16,10,24,15
"Atp13a4",24,8,3,0,0,5,1
"Atp13a5",7,7,1,0,0,0,15
"Atp1a1",18,22,22,12,16,22,12
"Atp1a2",22,22,17,3,19,20,22
"Atp1a3",15,23,23,11,9,22,7
"Atp1a4",0,0,0,0,0,0,0
"Atp1b1",5,5,5,4,5,5,5
"Atp1b2",6,6,5,0,2,6,2
"Atp1b3",4,6,6,4,5,8,6
"Atp23",2,7,5,0,1,3,1
"Atp2a1",0,2,0,0,0,0,1
"Atp2a2",20,22,21,9,11,21,8
"Atp2a3",0,0,0,1,0,0,5
"Atp2b1",19,32,25,18,12,23,13
"Atp2b2",20,34,30,8,15,23,11
"Atp2b3",4,25,24,4,5,8,1
"Atp2b4",13,26,17,3,4,17,2
"Atp2c1",17,31,31,21,11,24,9
"Atp2c2",0,6,1,0,0,0,0
"Atp4a",0,3,1,0,3,1,0
"Atp5a1",10,11,11,3,4,10,2
"Atp5b",9,10,10,5,8,8,6
"Atp5c1",11,12,10,6,7,8,6
"Atp5d",5,8,7,1,4,4,2
"Atp5e",2,3,2,2,2,2,2
"Atp5g1",2,4,4,1,2,3,1
"Atp5g2",1,2,1,1,1,1,1
"Atp5g3",5,6,5,2,2,4,2
"Atp5h",5,12,7,4,5,5,4
"Atp5j",4,7,7,3,3,4,3
"Atp5j2",4,6,6,3,4,3,3
"Atp5k",4,5,5,3,3,3,3
"Atp5l",0,2,1,0,1,1,1
"Atp5md",4,5,4,3,3,4,3
"Atp5mpl",4,5,4,4,3,4,3
"Atp5o",6,8,8,5,5,7,4
