"","B cells","CDIC-A","CDIC-B","CDPC","Connecting tubule cells","DCT","Dendritic cells","Endothelial cells","Mesenchymal cells","PCT","PST","Podocytes","Proximal tubule cells","T cells","T regulatory cells","Thick ascending limb (LOH)","Thin ascending limb (LOH)","Thin descending limb (LOH)"
"Trim43c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim44",3,1,2,4,1,4,3,4,4,4,4,1,4,2,1,5,2,2
"Trim45",0,0,1,2,0,1,1,2,2,3,3,2,2,0,0,2,2,0
"Trim46",1,1,0,0,0,1,0,1,1,1,2,0,1,0,0,4,0,0
"Trim47",0,0,0,2,0,2,0,1,1,2,2,1,2,0,0,2,0,0
"Trim5",0,0,2,3,0,1,0,4,2,4,4,1,3,1,0,2,2,1
"Trim56",0,0,1,1,0,1,0,1,2,2,2,0,1,0,0,2,0,0
"Trim58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim59",0,0,0,1,0,2,2,1,2,2,3,0,2,0,0,2,0,0
"Trim6",0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0
"Trim61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim62",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
"Trim63",1,3,1,3,0,4,3,4,3,3,3,3,3,1,1,3,3,2
"Trim65",0,0,0,2,0,2,1,2,3,3,4,0,2,0,0,2,0,1
"Trim66",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim67",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Trim68",0,0,0,1,0,2,1,1,3,1,5,0,4,0,0,2,1,0
"Trim69",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trim7",3,6,7,7,3,7,7,9,8,9,9,4,9,3,1,6,6,5
"Trim71",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trim72",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Trim8",0,2,1,2,0,2,3,5,4,4,4,0,4,0,1,3,2,1
"Trim9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Trio",21,28,30,53,10,54,41,58,57,55,59,23,57,18,11,57,37,30
"Triobp",1,6,2,9,1,8,5,8,10,10,10,2,9,1,2,10,2,4
"Trip10",1,1,3,6,2,8,5,12,11,12,14,3,16,1,0,14,6,3
"Trip11",14,12,13,20,7,25,16,23,24,22,26,15,22,10,8,24,15,15
"Trip12",22,32,34,42,15,46,45,47,47,48,47,31,47,27,23,48,39,38
"Trip13",0,0,0,1,0,0,0,3,2,2,1,0,2,0,0,3,0,1
"Trip4",5,7,7,15,5,13,9,17,16,17,15,8,16,4,4,15,10,9
"Trip6",2,3,3,4,2,6,5,5,6,6,8,2,6,2,3,7,1,3
"Triqk",0,2,1,5,1,4,2,5,5,5,5,0,5,1,0,5,2,1
"Trir",1,2,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2
"Trit1",2,6,4,7,1,10,7,11,8,13,13,5,11,0,2,12,8,4
"Trmo",0,0,2,3,0,2,1,2,3,3,2,0,2,0,0,3,1,0
"Trmt1",3,6,4,11,5,12,8,14,12,14,19,7,17,4,3,14,10,5
"Trmt10a",2,2,2,3,1,6,3,7,7,8,9,1,8,2,1,7,3,2
"Trmt10b",0,1,4,4,2,8,6,9,9,8,10,3,8,1,0,6,2,3
"Trmt10c",0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
"Trmt11",4,4,6,10,1,11,10,15,14,16,15,6,15,5,0,13,8,8
"Trmt112",1,2,3,3,2,3,2,3,3,2,3,1,3,2,2,3,2,1
"Trmt13",3,6,4,9,1,10,8,9,10,12,11,4,11,1,2,10,3,5
"Trmt1l",2,8,7,12,3,13,12,12,15,14,15,6,13,3,4,15,11,7
"Trmt2a",1,3,2,6,0,7,3,10,7,9,11,3,7,2,0,9,4,3
"Trmt2b",1,4,5,10,0,10,8,13,13,14,14,5,14,1,0,11,7,5
"Trmt44",2,3,2,4,0,9,2,7,6,9,10,1,7,1,0,6,1,1
"Trmt5",2,4,2,5,1,4,1,5,2,4,7,2,4,2,0,6,2,2
"Trmt6",0,2,3,9,2,7,7,9,10,11,9,4,10,2,0,11,3,5
"Trmt61a",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,0,0
"Trmt9b",2,2,2,2,1,4,2,4,4,4,5,2,3,0,1,4,0,3
"Trmu",3,4,3,7,2,10,3,11,12,11,9,3,12,4,2,10,5,3
"Trnau1ap",2,3,4,4,3,8,5,7,6,7,9,3,10,2,2,7,4,6
"Trnp1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Trnt1",7,7,5,9,4,10,8,10,9,9,10,7,10,7,5,9,8,10
"Tro",0,1,0,1,0,1,0,1,2,1,3,0,2,1,0,1,0,0
"Troap",0,0,0,0,0,2,1,1,3,2,2,0,1,0,0,2,0,1
"Trp53",2,5,4,9,1,9,5,9,9,9,11,3,9,6,3,8,3,4
"Trp53bp1",6,5,15,26,4,24,15,28,24,29,33,6,29,5,3,28,12,10
"Trp53bp2",3,10,11,16,6,15,12,17,17,17,17,14,17,5,5,17,13,13
"Trp53i11",1,2,4,2,0,5,1,5,6,3,7,1,6,0,0,4,2,0
"Trp53i13",0,1,2,4,0,4,1,3,4,4,4,1,4,2,1,6,1,1
"Trp53inp1",0,1,0,4,0,3,2,5,3,3,5,2,4,1,1,4,2,1
"Trp53inp2",1,1,2,4,0,4,2,3,3,4,3,1,3,1,0,3,0,1
"Trp53rka",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Trp53rkb",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Trp63",0,0,0,2,0,1,0,1,1,2,3,1,2,0,0,3,0,0
"Trp73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpa1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Trpc1",4,10,10,14,9,15,14,15,15,14,15,10,14,4,2,16,10,11
"Trpc3",0,1,0,5,0,6,4,4,8,5,6,3,6,0,0,5,0,1
"Trpc4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trpc4ap",6,4,11,12,4,16,8,15,15,15,19,6,15,6,3,16,10,5
"Trpc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpc6",0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0
"Trpm1",0,2,0,0,0,3,0,2,5,4,3,1,4,0,0,2,0,0
"Trpm2",0,0,1,1,0,0,0,3,2,3,5,0,1,0,0,3,0,0
"Trpm3",1,2,1,5,1,7,1,12,10,4,15,0,9,0,0,8,4,1
"Trpm4",1,2,2,4,0,6,1,11,12,8,11,2,12,1,0,8,2,1
"Trpm5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpm6",7,14,12,28,2,28,13,37,31,31,39,12,33,7,4,33,18,13
"Trpm7",30,33,33,41,26,42,38,44,43,43,44,35,44,26,22,45,39,34
"Trpm8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trps1",3,5,7,11,4,11,11,14,12,14,13,6,14,6,2,13,9,8
"Trpt1",2,5,3,4,2,5,4,6,7,5,6,1,5,1,4,6,4,5
"Trpv2",1,2,2,3,0,2,3,3,4,4,3,0,3,2,0,4,2,0
"Trpv3",0,0,0,1,0,0,1,2,2,2,1,0,1,0,0,0,0,0
"Trpv4",2,6,6,14,1,11,7,15,15,16,15,3,14,3,2,15,9,5
"Trpv5",0,1,0,0,1,4,3,9,4,5,9,1,7,0,0,5,0,1
"Trpv6",0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"Trrap",9,24,20,52,11,59,33,68,60,67,70,21,67,12,14,65,25,27
"Trub1",0,3,4,6,0,6,6,7,7,8,7,2,8,2,0,8,4,4
"Trub2",1,2,1,6,0,6,3,8,5,6,5,2,7,2,0,5,4,2
"Tsacc",0,1,1,3,1,2,2,3,3,3,3,0,2,1,1,3,2,2
"Tsc1",1,3,10,15,1,16,8,23,17,18,23,6,22,1,2,21,10,8
"Tsc2",5,8,11,28,6,30,13,37,32,34,39,11,32,6,7,35,8,9
"Tsc22d1",0,2,2,4,2,4,2,7,6,6,7,2,6,1,0,7,4,1
"Tsc22d2",0,1,1,3,0,3,1,4,4,4,6,1,4,0,0,4,2,2
"Tsc22d3",0,1,0,0,0,2,1,0,3,3,2,0,3,0,0,2,0,0
"Tsen15",0,0,0,1,0,2,0,3,4,3,2,0,2,0,0,3,2,1
"Tsen2",1,3,2,3,2,5,4,6,7,7,7,2,8,0,1,6,5,4
"Tsen34",0,1,0,1,0,3,1,3,3,2,2,0,3,1,0,4,1,1
"Tsen54",1,3,1,3,0,8,4,7,6,8,8,2,8,0,1,7,1,1
"Tsfm",1,3,0,2,0,4,3,5,5,4,5,1,4,1,1,4,2,2
"Tsg101",4,6,4,7,3,6,5,11,10,8,10,5,8,5,3,8,5,5
"Tsga10",4,6,8,12,3,18,9,17,18,21,24,6,20,5,2,19,8,5
"Tsga10ip",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Tshr",0,0,1,2,0,1,0,1,2,2,4,0,2,0,0,2,0,0
"Tshz1",1,0,0,0,0,0,0,2,1,1,1,0,2,0,0,2,1,0
"Tshz2",0,0,1,2,1,2,1,3,3,3,4,0,2,1,0,2,2,1
"Tshz3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tsks",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"Tsku",0,0,0,3,0,0,1,1,0,2,1,0,0,0,1,1,0,0
"Tslp",0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0
"Tsn",2,3,4,5,2,5,3,5,5,5,5,2,4,1,2,5,4,4
"Tsnax",3,2,2,4,1,4,3,5,4,5,5,4,5,2,1,4,5,3
"Tsnaxip1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Tspan1",0,3,2,4,0,5,3,7,7,7,7,1,7,1,1,7,3,0
"Tspan11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tspan12",2,4,6,6,2,7,7,8,8,9,10,4,9,5,2,7,4,4
"Tspan13",1,1,3,3,2,4,3,5,5,5,5,1,5,3,2,4,3,1
"Tspan14",0,1,0,5,0,6,7,8,7,7,7,2,7,0,0,6,4,1
"Tspan15",1,2,3,4,1,5,2,4,2,4,5,1,4,0,1,4,3,1
"Tspan17",1,1,3,3,0,4,4,6,5,6,8,2,5,2,0,7,3,1
"Tspan18",1,1,2,5,1,4,2,5,7,4,8,1,5,2,0,5,3,1
"Tspan2",0,0,0,1,0,2,0,2,4,2,3,0,4,0,0,1,0,0
"Tspan3",1,3,4,4,1,6,3,6,6,6,6,5,6,3,3,5,3,4
"Tspan31",2,1,1,5,1,5,1,5,5,5,5,1,5,0,0,5,2,3
"Tspan32",0,0,0,2,0,2,1,1,2,2,1,0,3,0,0,2,0,1
"Tspan33",2,3,4,4,2,5,4,7,7,8,6,2,7,0,2,7,2,0
"Tspan4",0,2,2,2,0,7,2,7,5,6,7,1,6,1,0,5,1,2
"Tspan5",2,2,2,4,1,5,5,6,7,4,7,2,7,1,1,8,6,1
"Tspan6",1,2,2,2,0,4,3,4,4,3,5,0,4,2,0,4,2,2
"Tspan7",0,0,1,3,0,0,0,6,4,2,3,1,5,0,0,1,1,1
"Tspan8",4,6,6,10,4,8,7,9,10,9,10,6,8,5,2,9,4,7
"Tspan9",2,3,7,8,2,9,4,12,12,10,10,5,11,1,2,11,7,6
"Tspear",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"Tspo",1,2,1,3,2,3,2,3,3,3,3,1,2,0,1,3,1,1
"Tspo2",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Tspoap1",0,2,0,1,0,4,0,4,4,4,6,0,1,0,0,6,1,0
"Tspyl2",2,1,3,4,0,6,6,7,6,7,8,2,8,3,1,7,2,1
"Tspyl4",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Tsr1",5,5,6,8,1,9,6,9,12,11,12,3,11,3,1,12,5,3
"Tsr2",1,2,1,3,2,4,3,6,4,4,6,0,4,1,0,5,3,3
"Tsr3",1,2,2,3,2,3,2,4,3,4,4,3,3,2,0,4,2,1
"Tssc4",1,1,1,1,0,1,1,2,1,2,2,0,1,0,0,2,1,0
"Tssk4",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Tst",0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
"Tstd1",2,2,2,3,2,3,4,5,3,4,5,3,3,1,2,4,3,3
"Tstd2",1,0,6,7,2,9,3,11,12,12,13,2,10,3,0,13,4,2
"Tstd3",0,1,2,2,2,3,2,3,3,2,3,0,3,1,0,3,2,1
"Tsx",0,0,0,2,0,0,0,2,2,0,2,1,0,0,0,0,1,0
"Ttbk1",1,1,2,6,0,7,1,7,9,6,8,0,8,1,0,6,2,0
"Ttbk2",0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Ttc1",3,4,7,6,1,5,6,7,7,7,7,4,7,2,1,7,5,5
"Ttc12",2,4,5,7,3,6,3,9,12,11,9,2,11,3,2,11,8,6
"Ttc13",2,5,3,14,2,15,9,14,20,16,22,5,16,1,2,18,8,3
"Ttc14",10,12,9,16,9,15,13,19,16,17,17,11,16,8,7,17,13,15
"Ttc16",0,0,0,0,0,1,0,1,3,1,1,0,5,0,0,3,1,1
"Ttc17",0,5,5,13,4,18,8,23,21,19,21,6,23,6,1,19,8,8
"Ttc19",4,8,9,12,4,12,6,12,12,12,12,6,13,8,2,12,7,6
"Ttc21a",0,0,1,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0
"Ttc21b",4,10,7,16,2,19,8,24,25,24,23,5,24,4,3,22,8,13
"Ttc22",0,0,0,1,0,0,0,2,2,2,2,0,0,0,0,1,0,0
"Ttc23",1,3,5,7,3,10,6,12,8,11,13,2,12,3,2,7,3,2
"Ttc23l",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ttc26",0,6,2,3,0,7,1,11,11,7,14,1,7,0,0,12,4,3
"Ttc27",2,5,4,9,2,15,8,18,11,19,17,7,14,5,2,14,8,8
"Ttc28",0,0,2,8,1,7,5,14,9,12,13,2,8,1,0,13,0,3
"Ttc29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ttc3",19,34,27,49,13,54,34,55,53,58,57,22,54,16,12,55,27,24
"Ttc32",1,1,1,2,1,3,2,3,3,4,3,1,3,1,0,3,2,2
"Ttc33",2,3,4,5,1,6,4,6,6,6,5,2,6,0,1,7,5,4
"Ttc34",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ttc36",3,2,2,2,1,3,2,2,2,3,3,2,2,2,1,2,2,2
"Ttc37",9,18,20,34,7,40,27,44,41,41,46,19,40,9,6,42,23,16
"Ttc38",0,0,3,8,0,4,2,14,10,9,10,2,9,0,0,7,1,1
"Ttc39a",0,0,1,0,0,4,0,1,0,1,3,0,2,0,0,1,0,0
"Ttc39b",2,4,5,13,3,14,4,14,15,13,19,2,17,3,1,16,4,6
"Ttc39c",4,6,11,10,2,12,10,14,13,14,14,4,14,4,3,14,8,8
"Ttc4",3,5,4,8,5,9,5,9,8,6,8,5,7,4,2,7,7,4
"Ttc41",1,3,1,6,1,8,3,12,7,10,10,1,9,0,1,12,3,6
"Ttc5",1,4,3,5,3,6,6,8,8,7,7,3,8,1,3,8,4,5
"Ttc6",1,2,0,2,0,3,3,5,5,3,3,0,1,0,0,6,0,0
"Ttc7",0,4,8,7,3,14,6,15,15,16,16,4,14,2,3,13,5,2
"Ttc7b",1,4,6,10,1,14,6,17,13,17,18,4,17,3,1,17,6,6
"Ttc8",0,3,0,7,2,11,3,9,12,10,11,1,11,2,1,11,3,3
"Ttc9",0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
"Ttc9c",0,1,0,3,0,3,2,3,3,3,3,1,3,2,0,4,2,1
"Ttf1",2,3,4,8,1,9,5,10,12,10,11,5,11,4,1,8,7,4
"Ttf2",2,5,5,10,1,12,9,14,16,16,16,5,16,1,2,13,7,5
"Tti1",1,3,0,4,0,4,3,7,5,7,6,0,7,3,2,6,2,2
"Tti2",2,3,2,5,1,5,2,6,7,4,7,2,6,2,2,5,3,2
"Ttk",0,0,0,0,0,2,0,3,2,0,3,0,2,0,0,2,1,2
"Ttl",1,1,0,3,0,2,1,4,3,4,4,0,4,0,0,3,3,1
"Ttll1",1,2,1,4,0,6,0,5,7,6,4,1,4,0,0,6,2,0
"Ttll10",2,4,4,9,2,12,8,14,12,11,15,5,15,4,1,12,6,5
"Ttll11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ttll12",0,0,1,0,0,1,1,3,3,3,1,0,4,0,0,3,0,0
"Ttll13",0,1,0,1,0,2,2,6,3,6,7,0,6,0,0,3,0,0
"Ttll3",0,0,1,2,0,3,2,5,4,9,9,2,6,0,1,2,2,0
"Ttll4",3,7,4,13,3,17,9,19,15,18,20,9,17,1,1,20,8,8
"Ttll5",3,7,14,19,3,22,9,33,31,25,34,2,31,4,1,31,8,8
"Ttll6",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Ttll7",0,2,3,7,0,6,4,11,7,9,13,2,8,1,3,8,1,0
"Ttll8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ttll9",0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0
"Ttn",8,8,15,55,6,74,30,104,88,108,140,12,104,11,2,92,21,18
"Ttpa",0,0,0,1,0,2,0,4,2,3,4,0,3,0,0,3,0,0
"Ttpal",0,0,0,2,0,1,0,3,3,1,3,0,1,0,0,3,0,0
"Ttr",2,2,3,3,3,4,4,4,4,4,4,2,4,2,2,4,3,3
"Ttyh1",0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,1,0,0
"Ttyh2",0,5,2,8,0,7,4,10,11,6,11,2,10,2,0,11,4,2
"Ttyh3",0,3,0,5,2,4,1,7,9,7,8,1,5,2,0,5,2,0
"Tub",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuba1b",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tuba1c",0,1,0,1,0,1,1,2,1,1,2,0,1,0,1,2,0,0
"Tuba4a",0,1,2,2,0,3,2,3,4,3,3,3,3,1,1,3,0,3
"Tuba8",0,0,0,0,0,2,1,3,0,1,1,1,1,0,0,1,0,0
"Tubb2a",1,0,1,2,0,1,0,2,2,2,2,0,3,0,1,3,1,0
"Tubb2b",0,0,0,3,0,0,0,1,2,3,2,0,1,0,0,2,0,1
"Tubb4a",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tubb4b",1,2,1,2,1,3,3,3,2,3,3,0,3,0,0,3,1,2
"Tubb5",0,0,0,1,0,2,1,3,1,3,2,0,2,0,0,2,0,0
"Tubb6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tubd1",1,4,5,5,0,5,4,8,8,7,7,2,9,1,2,8,4,2
"Tube1",0,0,0,2,0,2,0,4,1,3,6,1,3,1,0,0,0,0
"Tubg1",3,0,1,3,1,3,3,7,4,4,6,2,5,1,1,5,2,2
"Tubg2",0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,1,0,0
"Tubgcp2",4,7,6,7,3,11,7,14,12,14,13,4,14,5,1,14,7,6
"Tubgcp3",4,13,15,18,4,22,18,21,21,20,22,10,20,5,5,21,15,12
"Tubgcp4",2,6,2,12,0,14,7,16,15,14,16,1,15,4,2,14,3,9
"Tubgcp5",1,5,10,18,1,15,9,18,18,18,18,7,19,4,4,22,9,5
"Tubgcp6",2,5,3,9,1,8,5,13,10,12,15,2,10,2,1,12,5,1
"Tufm",1,4,4,6,1,5,2,9,8,8,8,3,8,2,2,8,5,5
"Tuft1",0,2,2,8,0,9,7,13,8,8,12,2,12,1,1,9,4,5
"Tug1",2,1,1,2,2,2,2,3,2,2,2,1,2,1,0,2,2,1
"Tulp1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tulp2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tulp3",4,7,7,10,1,11,9,12,11,11,12,4,11,5,3,11,6,5
"Tulp4",3,7,9,14,3,17,13,19,20,15,22,3,19,5,3,20,9,6
"Tusc2",2,2,2,3,2,3,2,4,3,3,3,2,3,2,1,3,2,2
"Tusc3",4,4,4,7,3,7,4,8,9,9,8,2,8,5,1,10,4,7
"Tut1",0,1,1,3,1,6,1,5,6,4,5,1,6,1,1,5,0,0
"Tut4",11,10,12,20,5,24,16,28,27,26,30,9,27,8,8,29,12,12
"Tut7",14,17,21,24,9,30,23,32,28,29,32,16,30,10,8,32,19,14
"Tvp23a",0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
"Tvp23b",0,0,2,3,1,6,1,7,7,5,7,3,5,0,1,5,2,2
"Twf1",3,5,4,7,3,8,6,7,8,8,9,5,7,7,4,8,5,8
"Twf2",1,0,0,2,0,2,1,3,0,4,3,0,2,0,0,5,0,0
"Twist1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Twist2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twnk",0,0,2,1,1,2,0,3,4,3,3,0,3,0,1,1,1,2
"Twsg1",0,2,2,3,2,4,2,5,3,4,5,2,4,3,2,5,3,2
"Txk",0,0,0,1,0,0,1,3,0,3,0,0,2,0,0,1,0,0
"Txlna",2,3,7,9,2,10,7,11,10,10,11,4,10,2,2,8,6,3
"Txlnb",0,0,0,0,1,1,0,2,1,4,3,0,2,0,0,2,0,1
"Txlng",2,4,3,7,1,6,4,10,8,8,9,3,8,3,4,8,4,7
"Txn1",4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4
"Txn2",2,5,2,5,1,6,4,7,7,6,6,2,6,1,1,6,4,4
"Txndc11",2,5,3,7,1,9,7,9,9,10,13,2,11,3,2,12,6,5
"Txndc12",1,1,3,3,0,4,4,6,3,4,6,1,6,0,0,5,4,2
"Txndc15",0,2,1,4,0,4,1,4,4,3,4,2,3,0,0,3,1,2
"Txndc16",0,4,5,6,1,10,4,14,16,15,19,1,16,0,0,13,3,3
"Txndc17",2,3,3,4,3,5,3,4,3,4,3,3,4,2,3,3,3,3
"Txndc5",1,1,4,9,2,7,4,9,9,8,9,2,8,1,2,9,4,4
"Txndc9",1,4,6,6,1,6,5,7,7,6,8,1,6,4,1,6,5,4
"Txnip",5,6,7,8,2,8,8,8,8,8,8,6,8,6,3,8,7,8
"Txnl1",4,7,8,7,3,7,7,8,8,9,7,7,7,5,4,7,7,7
"Txnl4a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Txnl4b",0,1,1,1,2,2,1,2,3,2,3,2,2,0,1,2,1,1
"Txnrd1",8,9,8,11,7,13,11,16,14,14,15,11,13,8,7,14,10,9
"Txnrd2",1,4,2,6,3,7,5,9,12,7,13,3,10,2,3,11,8,4
"Txnrd3",0,6,3,10,1,8,4,9,11,14,13,4,14,2,2,12,5,3
"Tyk2",1,3,2,6,0,15,5,13,13,16,19,2,19,0,1,14,5,2
"Tymp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyms",2,6,2,6,3,8,5,8,8,7,9,3,7,3,3,7,5,5
"Tyro3",0,0,0,2,0,1,0,1,2,3,3,0,0,0,0,1,1,1
"Tyrobp",2,2,3,3,1,3,2,5,2,3,3,1,3,1,2,3,2,2
"Tysnd1",1,0,1,2,0,1,1,2,2,3,3,0,2,0,0,2,1,0
"Tyw1",2,4,3,8,0,10,5,11,9,10,10,4,11,1,1,10,3,5
"Tyw3",3,4,4,6,2,6,4,6,6,6,6,2,5,5,2,7,3,4
"Tyw5",0,3,2,4,1,2,4,7,6,5,8,3,7,2,0,6,3,3
"U2af1",3,4,3,6,4,8,5,6,8,7,6,4,8,4,3,7,6,3
"U2af1l4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"U2af2",1,6,5,10,2,13,6,12,11,12,13,7,11,5,2,14,8,4
"U2surp",15,21,24,27,14,30,28,30,29,31,30,20,30,14,16,30,24,26
"Uaca",4,9,10,18,2,18,10,19,19,20,21,7,20,5,2,19,9,8
"Uap1",2,5,7,8,3,10,5,11,9,10,12,3,10,5,3,10,5,6
"Uap1l1",2,5,6,8,3,7,5,9,8,10,9,5,8,2,2,8,4,3
"Uba1",6,11,10,17,3,20,11,22,25,23,23,7,22,5,4,24,9,13
"Uba2",2,8,7,12,4,13,9,17,16,14,17,7,14,6,4,14,8,2
"Uba3",2,5,6,12,2,15,11,15,16,15,18,8,16,4,1,14,9,6
"Uba5",2,7,6,8,4,9,8,11,10,11,12,4,11,1,3,11,9,7
"Uba52",1,1,1,2,0,2,1,2,2,2,1,1,2,1,1,2,1,1
"Uba6",3,7,7,17,2,26,13,25,24,27,28,7,24,4,2,23,11,3
"Uba7",0,4,4,4,2,9,8,13,11,13,17,1,11,1,3,12,1,2
"Ubac1",3,4,3,7,2,8,6,8,11,7,12,3,10,3,2,10,7,4
"Ubac2",3,5,4,8,2,9,8,9,9,8,10,6,8,1,1,8,4,5
"Ubald1",0,1,0,1,0,1,1,1,1,1,2,1,2,1,0,1,1,0
"Ubald2",0,1,0,2,0,1,1,1,1,2,1,0,1,0,0,1,1,0
"Ubap1",2,3,1,6,1,6,5,7,6,6,7,2,6,2,4,7,5,3
"Ubap1l",0,0,0,0,0,1,1,2,2,1,2,0,1,0,0,1,0,0
"Ubap2",5,9,8,18,4,21,12,27,22,27,30,6,23,7,6,18,11,8
"Ubap2l",12,16,19,26,9,32,22,38,34,36,37,17,35,9,9,35,23,22
"Ubash3a",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"Ubash3b",1,2,1,4,0,4,2,8,6,7,10,0,6,1,0,6,2,2
"Ubb",1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
"Ubc",1,1,1,2,0,2,1,1,2,1,1,1,1,1,1,2,1,1
"Ubd",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Ube2a",3,3,2,5,2,6,4,5,6,5,6,4,6,2,1,5,5,2
"Ube2b",2,5,4,5,3,6,5,6,6,7,7,4,6,2,4,6,5,3
"Ube2c",0,1,0,1,0,1,0,3,1,3,2,0,2,0,0,2,0,0
"Ube2cbp",1,0,0,1,0,4,1,3,5,4,6,1,6,0,1,6,0,0
"Ube2d1",1,4,4,3,1,6,4,7,5,6,6,1,5,0,1,6,5,2
"Ube2d2a",1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2
"Ube2d3",3,6,5,9,3,10,9,11,12,9,10,4,11,3,1,10,9,5
"Ube2e1",0,3,4,3,1,4,3,5,5,4,5,4,6,1,0,5,1,1
"Ube2e2",2,2,3,5,3,4,5,6,8,5,5,1,4,1,3,6,2,1
"Ube2e3",1,4,2,3,1,5,4,5,4,6,6,3,4,3,0,5,4,2
"Ube2f",2,8,5,10,3,11,10,14,12,11,12,4,14,3,3,11,6,7
"Ube2g1",3,5,4,6,1,6,4,6,6,6,8,2,7,3,0,8,4,2
"Ube2g2",0,1,1,2,1,1,2,1,2,2,2,1,1,0,1,2,1,1
